SOURCE_FAMILY,CLASSIFICATION,REASON,FILE_NAME,FULL_PATH,SIZE_BYTES,INVALID_SIGNAL_EXCERPT,DEVELOPMENT_SIGNAL_EXCERPT,POSITIVE_SIGNAL_EXCERPT,MIXED_SIGNAL_EXCERPT
WF2,AUTHORITATIVE_CANDIDATE,2 positive authority signals,WF2_BOUNDARY1_R1_SUPERSEDING_PROTOCOL.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\PROTOCOL\WF2_BOUNDARY1_R1_SUPERSEDING_PROTOCOL.json,1465,,," }, ""OPENAI"": { ""model"": ""gpt-5.6-terra"", ""role"": ""WITHIN_PROVIDER_NEW_MODEL_REPLICATION"" } }, ""seeds"": ""1140-1159"", ""source"": ""exact frozen WF1-A prompts"" }, ""passive_track"": { ""cells"": 480, ""maximum_assistant_responses"": 2880, ""status"": ""UNCHANGED"" }, ""prospective_outputs_before_supersession"": 0, ",
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_FAILURE_POLICY.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\PROTOCOL\WF2_FAILURE_POLICY.json,460,,,,
WF2,AUTHORITATIVE_CANDIDATE,2 positive authority signals,WF2_UNIFIED_PREREGISTRATION.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\PROTOCOL\WF2_UNIFIED_PREREGISTRATION.json,2699,,,"_sha256"": ""a5da5ffbb3c2ba71bbc2c17894fa97f8fec5b4c712e0714534517c5b54cedee3"" }, ""maximum_assistant_api_responses"": 2880, ""modules"": { ""WF2_A_V13"": { ""hypothesis"": ""Frozen historical lineage detector yields higher prospective margins for LINEAGE_POS than matched negatives."", ""name"": ""Prospective Frozen Signature"" }, ""WF2_B_V14"": { ",
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_FINAL_ADJUDICATION_CONSOLE.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\SCORING_AUDIT\WF2_FINAL_ADJUDICATION_CONSOLE.txt,3390,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_FINAL_ADJUDICATION_TECHNICAL_FAILURE_01_MISSING_PYARROW.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\SCORING_AUDIT\WF2_FINAL_ADJUDICATION_TECHNICAL_FAILURE_01_MISSING_PYARROW.txt,2530,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_MODEL_VERSION_AUDIT_SKLEARN_1_8_0.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\SCORING_AUDIT\WF2_MODEL_VERSION_AUDIT_SKLEARN_1_8_0.txt,2902,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_MODEL_VERSION_AUDIT_SKLEARN_1_9_1.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\SCORING_AUDIT\WF2_MODEL_VERSION_AUDIT_SKLEARN_1_9_1.txt,1750,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_PASSIVE_ADJUDICATION_TECHNICAL_FAILURE_02_SKLEARN_MISMATCH.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\SCORING_AUDIT\WF2_PASSIVE_ADJUDICATION_TECHNICAL_FAILURE_02_SKLEARN_MISMATCH.txt,3390,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_VALIDATION_CONTRACT_AUDIT_SHA256.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\SCORING_AUDIT\WF2_VALIDATION_CONTRACT_AUDIT_SHA256.csv,648,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_ACTIVE_PARSE_FAILURES_PRE_RETRY_SHA256.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL_TECHNICAL_PARSE_FAILURES_PRE_RETRY\WF2_ACTIVE_PARSE_FAILURES_PRE_RETRY_SHA256.csv,4354,,,,
WF2,AUTHORITATIVE_CANDIDATE,2 positive authority signals,WF2_ACTIVE_PARSE_FAILURE_RETRY_FREEZE.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL_TECHNICAL_PARSE_FAILURES_PRE_RETRY\WF2_ACTIVE_PARSE_FAILURE_RETRY_FREEZE.txt,445,,,WF2 ACTIVE CAUSAL TECHNICAL PARSE-FAILURE FREEZE Original execution status: 1680 / 1680 transport COMPLETE Frozen-parser audit: 1670 PARSE_OK 10 PARSE_FAIL Failure: NO_JSON_OBJECT These 10 cells are preserved as technical-output failures before retry. They are not scientific negativ,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_ACTIVE_PARSE_FAILURES_RETRY_02_SHA256.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL_TECHNICAL_PARSE_FAILURES_RETRY_02\WF2_ACTIVE_PARSE_FAILURES_RETRY_02_SHA256.csv,934,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_ACTIVE_PARSE_FAILURE_RETRY_02_FREEZE.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL_TECHNICAL_PARSE_FAILURES_RETRY_02\WF2_ACTIVE_PARSE_FAILURE_RETRY_02_FREEZE.txt,390,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,00_DETECTOR_MANIFEST.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\02_INPUTS\00_FOUNDATION_FROZEN\00_DETECTOR_MANIFEST.csv,3070,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_FOUNDATION_AUTHORITY_DECISION.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\02_INPUTS\00_FOUNDATION_FROZEN\WF2_FOUNDATION_AUTHORITY_DECISION.json,2142,,,"ntific_observations_created"": false, ""threshold_tuning_performed"": false, ""wf1b_authority"": { ""restriction"": ""FAILED SECONDARY CEM NUISANCE CONTROL MUST NOT BE PROMOTED AS VALID MATCHED-CONTROL EVIDENCE"", ""sha256"": ""a5da5ffbb3c2ba71bbc2c17894fa97f8fec5b4c712e0714534517c5b54cedee3"", ""status"": ""VALID_POSITIVE_CORE"", ""zip"": ""WF1_B_FINAL_AUTHORITY",
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_FOUNDATION_STAGED_MANIFEST.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\02_INPUTS\00_FOUNDATION_FROZEN\WF2_FOUNDATION_STAGED_MANIFEST.csv,4129,,,,
WF2,AUTHORITATIVE_CANDIDATE,4 positive authority signals,WF2_A_PREREGISTRATION.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\02_INPUTS\00_FOUNDATION_FROZEN\SOURCE_RECORDS\WF2_A_PREREGISTRATION.txt,775,,,WF2-A PROSPECTIVE FROZEN SIGNATURE STATUS ====== PREREGISTERED / DETECTOR FROZEN PURPOSE ======= Test whether the already-frozen structural detector predicts genuinely new prospective data generated onl,
WF2,AUTHORITATIVE_CANDIDATE,authority filename plus positive status signal,WF2_A_PROSPECTIVE_SET_FREEZE.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\02_INPUTS\00_FOUNDATION_FROZEN\SOURCE_RECORDS\WF2_A_PROSPECTIVE_SET_FREEZE.txt,332,,,rsations: 80 Positive: 40 Matched negative: 40 Selection: Deterministic SHA256 ranking using detector-freeze manifest SHA. No prospective API responses existed when this set was frozen. INPUT SHA256: c43e54e5697fe6e35982ef4a559f909068f76e822edb7c6b172f536ef74090b5 ,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,16_FINAL_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\02_INPUTS\00_FOUNDATION_FROZEN\WF1_A_ACTIVE_AUTHORITY\16_FINAL_SUMMARY.json,1675,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,21A_DEVELOPMENT_PRECISION_MATRIX.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\02_INPUTS\00_FOUNDATION_FROZEN\WF1_A_ACTIVE_AUTHORITY\21A_DEVELOPMENT_PRECISION_MATRIX.csv,6056,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,21_DEVELOPMENT_DISTANCE_SCALES.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\02_INPUTS\00_FOUNDATION_FROZEN\WF1_A_ACTIVE_AUTHORITY\21_DEVELOPMENT_DISTANCE_SCALES.csv,981,,,,
WF2,AUTHORITATIVE_CANDIDATE,1680 positive authority signals,WF2_ACTIVE_PARSE_AUDIT.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\POSTRUN_PARSE_AUDIT\WF2_ACTIVE_PARSE_AUDIT.csv,328205,,,"us,error C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\00042121c7c08d29962fe218.json,00042121c7c08d29962fe218.json,OPENAI,1149,E3_REVERSE,COMPLETE,PARSE_OK, C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\000ff86a486b9bceb679de5d.json,000ff86a486b9bceb679de5d.json,GOOGLE,1149,D_ALL_DIR",
WF2,INVALIDATED_OR_SUPERSEDED,failure/incomplete/superseded signal found,WF2_ACTIVE_VALIDATION_AUDIT.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\POSTRUN_VALIDATION_AUDIT\WF2_ACTIVE_VALIDATION_AUDIT.csv,179155,"4d492ecc5d09f5.json,GOOGLE,gemini-3.8-flash,1146,E9_DELETE,True,COMPLETE,PARSE_OK,VALID,OK 004b54a192b5c52743b5681a.json,OPENAI,gpt-5.6-terra,1155,E8_DELETE,True,COMPLETE,PARSE_OK,INVALID,PLUS 004c14024d990e200dba4215.json,OPENAI,gpt-5.6-terra,1158,R_DEGREE_MATCHED_REWIRE,True,COMPLETE,PARSE_OK,VALID,OK 0054e8c15a6265795e815e43.json,OPENAI,gpt-5.6-terra,1143,E3_DEL",,"rovider,model,seed,condition,required_condition,raw_status,parse_status,validation_status,validation_reason 00042121c7c08d29962fe218.json,OPENAI,gpt-5.6-terra,1149,E3_REVERSE,True,COMPLETE,PARSE_OK,VALID,OK 000ff86a486b9bceb679de5d.json,GOOGLE,gemini-3.8-flash,1149,D_ALL_DIRECTION_REVERSED,False,COMPLETE,PARSE_OK,VALID,OK 001993342a879f34558cb478.json,OPENAI,gpt-5.6",
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_FROZEN_VALIDATOR_PROMPT_CONTRACT.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\POSTRUN_VALIDATION_AUDIT\WF2_FROZEN_VALIDATOR_PROMPT_CONTRACT.txt,5618,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_ACTIVE_1680_FINAL_SHA256.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\WF2_ACTIVE_FINAL_PARSE_VALID_FREEZE\WF2_ACTIVE_1680_FINAL_SHA256.csv,216770,,,,
WF2,AUTHORITATIVE_CANDIDATE,7 positive authority signals,WF2_ACTIVE_FINAL_PARSE_VALID_FREEZE_RECORD.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\WF2_ACTIVE_FINAL_PARSE_VALID_FREEZE\WF2_ACTIVE_FINAL_PARSE_VALID_FREEZE_RECORD.txt,644,,,WF2 ACTIVE CAUSAL FINAL PARSE-VALID RESULT-SET FREEZE Date: 2026-09-15 Transport-complete cells: 1680 / 1680 Frozen-parser PARSE_OK: 1680 / 1680 Frozen-parser PARSE_BAD: 0 Provider design: OPENAI 5,
WF2,AUTHORITATIVE_CANDIDATE,1680 positive authority signals,WF2_ACTIVE_PARSE_AUDIT_FINAL.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\WF2_ACTIVE_FINAL_PARSE_VALID_FREEZE\WF2_ACTIVE_PARSE_AUDIT_FINAL.csv,328205,,,"us,error C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\00042121c7c08d29962fe218.json,00042121c7c08d29962fe218.json,OPENAI,1149,E3_REVERSE,COMPLETE,PARSE_OK, C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\000ff86a486b9bceb679de5d.json,000ff86a486b9bceb679de5d.json,GOOGLE,1149,D_ALL_DIR",
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_FINAL_ADJUDICATION_CONSOLE.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\WF2_ACTIVE_SCORE_PRE_ADJUDICATION_AUDIT\WF2_FINAL_ADJUDICATION_CONSOLE.txt,3390,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_FINAL_ADJUDICATION_TECHNICAL_FAILURE_01_MISSING_PYARROW.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\WF2_ACTIVE_SCORE_PRE_ADJUDICATION_AUDIT\WF2_FINAL_ADJUDICATION_TECHNICAL_FAILURE_01_MISSING_PYARROW.txt,2530,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_MODEL_VERSION_AUDIT_SKLEARN_1_8_0.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\WF2_ACTIVE_SCORE_PRE_ADJUDICATION_AUDIT\WF2_MODEL_VERSION_AUDIT_SKLEARN_1_8_0.txt,2902,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_MODEL_VERSION_AUDIT_SKLEARN_1_9_1.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\WF2_ACTIVE_SCORE_PRE_ADJUDICATION_AUDIT\WF2_MODEL_VERSION_AUDIT_SKLEARN_1_9_1.txt,1750,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_PASSIVE_ADJUDICATION_TECHNICAL_FAILURE_02_SKLEARN_MISMATCH.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\WF2_ACTIVE_SCORE_PRE_ADJUDICATION_AUDIT\WF2_PASSIVE_ADJUDICATION_TECHNICAL_FAILURE_02_SKLEARN_MISMATCH.txt,3390,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_VALIDATION_CONTRACT_AUDIT_SHA256.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\WF2_ACTIVE_SCORE_PRE_ADJUDICATION_AUDIT\WF2_VALIDATION_CONTRACT_AUDIT_SHA256.csv,648,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_PASSIVE_MIXED_VERSION_FINAL_CONSOLE.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\WF2_MIXED_VERSION_BRIDGE\WF2_PASSIVE_MIXED_VERSION_FINAL_CONSOLE.txt,1432,,,,
WF2,AUTHORITATIVE_CANDIDATE,4 positive authority signals,WF2_A_PREREGISTRATION.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\01_PROTOCOL\WF2_A_PREREGISTRATION.txt,775,,,WF2-A PROSPECTIVE FROZEN SIGNATURE STATUS ====== PREREGISTERED / DETECTOR FROZEN PURPOSE ======= Test whether the already-frozen structural detector predicts genuinely new prospective data generated onl,
WF2,AUTHORITATIVE_CANDIDATE,authority filename plus positive status signal,WF2_A_PROSPECTIVE_SET_FREEZE.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\01_PROTOCOL\WF2_A_PROSPECTIVE_SET_FREEZE.txt,332,,,rsations: 80 Positive: 40 Matched negative: 40 Selection: Deterministic SHA256 ranking using detector-freeze manifest SHA. No prospective API responses existed when this set was frozen. INPUT SHA256: c43e54e5697fe6e35982ef4a559f909068f76e822edb7c6b172f536ef74090b5 ,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,00_DETECTOR_MANIFEST.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PRECONSOLIDATION\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\00_DETECTOR_MANIFEST.csv,3070,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,svmlight_invalid.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\sklearn\datasets\tests\data\svmlight_invalid.txt,57,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,svmlight_invalid_order.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\sklearn\datasets\tests\data\svmlight_invalid_order.txt,24,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-arccos.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arccos.csv,62794,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-arccosh.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arccosh.csv,62794,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-arcsin.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arcsin.csv,62768,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-arcsinh.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arcsinh.csv,61718,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-arctan.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arctan.csv,61734,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-arctanh.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arctanh.csv,62768,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-cbrt.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-cbrt.csv,62275,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-cos.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-cos.csv,60497,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-cosh.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-cosh.csv,62298,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-exp.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-exp.csv,17903,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-exp2.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-exp2.csv,60053,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-expm1.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-expm1.csv,61728,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-log.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-log.csv,11963,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-log10.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-log10.csv,70551,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-log1p.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-log1p.csv,61732,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-log2.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-log2.csv,70546,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-README.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-README.txt,982,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-sin.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-sin.csv,59981,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-sinh.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-sinh.csv,61722,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-tan.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-tan.csv,61728,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-tanh.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-tanh.csv,61728,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,svmlight_invalid.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\sklearn\datasets\tests\data\svmlight_invalid.txt,57,,,,
